session_id,charger_id,city,connector_type,max_power_kw,location_type,start_time,end_time,energy_delivered_kwh,peak_power_kw,avg_power_kw,session_duration_min,soc_start,soc_end,month_year
95aeb447-e93,EVC-BHA-0014,Bhavnagar,CHAdeMO,120,Office,2024-01-14T07:02:00,2024-01-14T09:11:00,181.02,99.61,84.19,129,35,58,2024-01
35c8d8e0-dc9,EVC-SUR-0066,Surat,CHAdeMO,3.3,Highway,2024-01-14T12:24:00,2024-01-14T15:25:00,6.04,2.16,2.0,181,39,79,2024-01
afd3e4b9-2f1,EVC-AHM-0022,Ahmedabad,CHAdeMO,120,Highway,2024-01-14T05:00:00,2024-01-14T07:02:00,196.0,98.41,96.4,122,29,83,2024-01
c551b919-8b1,EVC-RAJ-0069,Rajkot,CCS2,3.3,Residential,2024-01-14T11:35:00,2024-01-14T12:56:00,2.98,2.24,2.21,81,17,96,2024-01
e87befb2-dfb,EVC-JAM-0077,Jamnagar,CCS2,7.4,Highway,2024-01-14T18:41:00,2024-01-14T22:26:00,22.66,6.59,6.04,225,34,77,2024-01
2617dd0a-a09,EVC-AHM-0039,Ahmedabad,Type2_AC,3.3,Public,2024-01-14T12:19:00,2024-01-14T16:01:00,9.3,2.59,2.51,222,19,44,2024-01
60597a13-0a7,EVC-SUR-0032,Surat,Bharat_DC,50,Public,2024-01-14T13:10:00,2024-01-14T16:06:00,84.72,34.51,28.88,176,34,86,2024-01
44e7722f-545,EVC-BHA-0014,Bhavnagar,CHAdeMO,120,Office,2024-01-15T20:35:00,2024-01-15T20:53:00,24.62,96.66,82.08,18,46,86,2024-01
d6b7c0f6-26d,EVC-SUR-0068,Surat,CHAdeMO,60,Mall,2024-01-15T10:28:00,2024-01-15T12:56:00,108.29,49.48,43.9,148,5,31,2024-01
42273782-782,EVC-RAJ-0030,Rajkot,Bharat_DC,3.3,Public,2024-01-15T18:14:00,2024-01-15T21:04:00,6.48,2.32,2.29,170,6,79,2024-01
7e4e4b9d-13c,EVC-VAD-0076,Vadodara,Type2_AC,120,Residential,2024-01-15T16:40:00,2024-01-15T18:37:00,96.3,58.37,49.39,117,16,64,2024-01
321c3991-1c0,EVC-AHM-0003,Ahmedabad,CCS2,22,Public,2024-01-15T08:57:00,2024-01-15T12:39:00,51.36,16.57,13.88,222,24,75,2024-01
20b6fe60-d84,EVC-JAM-0074,Jamnagar,CCS2,50,Residential,2024-01-15T20:22:00,2024-01-15T23:55:00,137.74,41.0,38.8,213,21,49,2024-01
60fa4fe8-6ea,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2024-01-15T13:03:00,2024-01-15T15:25:00,7.86,3.5,3.32,142,24,52,2024-01
19667de8-27a,EVC-RAJ-0072,Rajkot,CHAdeMO,7.4,Public,2024-01-15T20:56:00,2024-01-15T21:23:00,1.49,3.49,3.31,27,50,100,2024-01
23325533-a7b,EVC-SUR-0032,Surat,Bharat_DC,50,Public,2024-01-15T07:37:00,2024-01-15T09:13:00,52.95,37.23,33.09,96,26,96,2024-01
ca92df52-cba,EVC-SUR-0093,Surat,CHAdeMO,60,Highway,2024-01-15T08:42:00,2024-01-15T10:06:00,73.94,61.1,52.81,84,38,100,2024-01
71adee8e-3db,EVC-JAM-0049,Jamnagar,Bharat_DC,60,Public,2024-01-15T01:18:00,2024-01-15T02:21:00,36.02,36.57,34.31,63,5,74,2024-01
6b9f0757-8fc,EVC-BHA-0075,Bharuch,CHAdeMO,120,Residential,2024-01-15T10:25:00,2024-01-15T11:44:00,141.78,118.68,107.68,79,27,50,2024-01
43152748-594,EVC-AHM-0053,Ahmedabad,Type2_AC,150,Public,2024-01-15T12:48:00,2024-01-15T16:16:00,410.36,123.0,118.37,208,12,50,2024-01
f955f23a-e65,EVC-JAM-0045,Jamnagar,Bharat_DC,120,Highway,2024-01-15T06:25:00,2024-01-15T07:37:00,76.8,73.59,64.0,72,7,65,2024-01
0fefb622-e5d,EVC-SUR-0061,Surat,Bharat_DC,60,Highway,2024-01-15T19:08:00,2024-01-15T21:59:00,111.66,42.38,39.18,171,7,32,2024-01
2f0340e3-bb8,EVC-SUR-0085,Surat,Type2_AC,3.3,Residential,2024-01-15T11:26:00,2024-01-15T11:55:00,0.68,1.42,1.41,29,14,66,2024-01
9b114851-599,EVC-GAN-0047,Gandhinagar,Bharat_DC,120,Mall,2024-01-15T11:46:00,2024-01-15T14:17:00,189.74,88.72,75.39,151,20,67,2024-01
6cff0267-0af,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2024-01-15T16:24:00,2024-01-15T18:23:00,8.53,4.4,4.3,119,40,100,2024-01
a614e391-071,EVC-SUR-0052,Surat,CHAdeMO,120,Highway,2024-01-15T00:11:00,2024-01-15T00:29:00,23.78,86.09,79.27,18,47,100,2024-01
e91d99ef-b68,EVC-BHA-0031,Bharuch,CCS2,3.3,Highway,2024-01-15T18:09:00,2024-01-15T19:06:00,1.65,2.02,1.74,57,43,73,2024-01
dc219bf9-d28,EVC-BHA-0018,Bhavnagar,Bharat_DC,3.3,Office,2024-01-15T08:23:00,2024-01-15T11:44:00,6.92,2.39,2.07,201,7,87,2024-01
fce8e14d-aed,EVC-AHM-0053,Ahmedabad,Type2_AC,150,Public,2024-01-15T07:03:00,2024-01-15T09:55:00,284.02,112.58,99.08,172,19,98,2024-01
09f93e0e-422,EVC-RAJ-0089,Rajkot,Bharat_DC,22,Residential,2024-01-15T21:25:00,2024-01-15T22:46:00,17.56,13.66,13.01,81,49,100,2024-01
4a4a5c57-3f7,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2024-01-15T12:41:00,2024-01-15T16:36:00,379.38,101.73,96.86,235,12,56,2024-01
95ea0d83-f15,EVC-GAN-0083,Gandhinagar,Bharat_DC,22,Highway,2024-01-16T09:24:00,2024-01-16T12:31:00,57.23,19.47,18.36,187,37,86,2024-01
bf3b4ea3-e05,EVC-SUR-0085,Surat,Type2_AC,3.3,Residential,2024-01-16T12:52:00,2024-01-16T15:41:00,6.17,2.35,2.19,169,22,54,2024-01
c573bf37-edf,EVC-SUR-0052,Surat,CHAdeMO,120,Highway,2024-01-16T23:43:00,2024-01-17T02:49:00,178.73,59.56,57.66,186,8,75,2024-01
71a486ec-c34,EVC-VAD-0076,Vadodara,Type2_AC,120,Residential,2024-01-16T07:27:00,2024-01-16T11:14:00,357.44,98.66,94.48,227,44,100,2024-01
435b6fd4-d19,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2024-01-16T19:19:00,2024-01-16T21:15:00,241.17,137.84,124.74,116,21,74,2024-01
e29cbcc9-a16,EVC-SUR-0066,Surat,CHAdeMO,3.3,Highway,2024-01-16T12:59:00,2024-01-16T13:59:00,1.89,2.04,1.89,60,36,87,2024-01
96a6e43f-fbf,EVC-RAJ-0044,Rajkot,Bharat_DC,60,Residential,2024-01-16T18:58:00,2024-01-16T22:51:00,153.15,44.87,39.44,233,11,72,2024-01
4636c681-6c2,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2024-01-16T05:10:00,2024-01-16T06:13:00,86.92,87.59,82.78,63,22,98,2024-01
3c74aa19-f0c,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-01-16T13:30:00,2024-01-16T14:42:00,2.79,2.37,2.32,72,38,58,2024-01
0102b0d5-324,EVC-RAJ-0037,Rajkot,Type2_AC,22,Public,2024-01-16T11:29:00,2024-01-16T14:52:00,67.9,23.35,20.07,203,13,48,2024-01
806555ec-25f,EVC-JUN-0001,Junagadh,CCS2,22,Public,2024-01-16T18:21:00,2024-01-16T20:35:00,30.2,15.83,13.52,134,34,89,2024-01
5c65ed30-dd3,EVC-GAN-0086,Gandhinagar,Type2_AC,150,Residential,2024-01-16T14:18:00,2024-01-16T14:51:00,56.53,113.97,102.79,33,22,51,2024-01
40373b46-a64,EVC-RAJ-0027,Rajkot,Type2_AC,150,Highway,2024-01-16T09:29:00,2024-01-16T11:55:00,220.67,100.88,90.69,146,13,47,2024-01
ad5d2eab-d8a,EVC-RAJ-0072,Rajkot,CHAdeMO,7.4,Public,2024-01-16T18:32:00,2024-01-16T19:57:00,9.35,6.8,6.6,85,24,45,2024-01
fb27824c-cbc,EVC-SUR-0008,Surat,Bharat_DC,120,Office,2024-01-16T12:14:00,2024-01-16T14:51:00,264.04,115.3,100.91,157,27,81,2024-01
87efbc98-832,EVC-SUR-0048,Surat,Type2_AC,150,Public,2024-01-16T18:58:00,2024-01-16T19:47:00,60.86,84.19,74.52,49,34,95,2024-01
dc6291ac-2c8,EVC-AHM-0002,Ahmedabad,CHAdeMO,60,Mall,2024-01-16T16:31:00,2024-01-16T18:18:00,56.97,32.42,31.95,107,32,100,2024-01
be32fe57-7b5,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2024-01-16T02:00:00,2024-01-16T03:27:00,131.96,106.26,91.01,87,20,75,2024-01
696e8a31-b7a,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2024-01-16T19:10:00,2024-01-16T20:57:00,76.45,48.3,42.87,107,19,58,2024-01
8ea3fb94-ecf,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2024-01-16T13:01:00,2024-01-16T15:40:00,8.33,3.42,3.14,159,32,83,2024-01
3102410f-713,EVC-ANA-0004,Anand,Type2_AC,50,Office,2024-01-16T19:57:00,2024-01-16T20:55:00,26.21,30.32,27.11,58,19,87,2024-01
4b4d01fd-029,EVC-AHM-0002,Ahmedabad,CHAdeMO,60,Mall,2024-01-16T20:16:00,2024-01-16T22:52:00,83.05,36.04,31.94,156,31,53,2024-01
c8c229b8-9bf,EVC-GAN-0081,Gandhinagar,Bharat_DC,150,Public,2024-01-16T11:12:00,2024-01-16T11:34:00,49.38,139.75,134.68,22,35,81,2024-01
c2c60ccc-7fc,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2024-01-16T09:28:00,2024-01-16T12:58:00,20.62,7.05,5.89,210,30,99,2024-01
48ab2bb4-d50,EVC-MEH-0070,Mehsana,Type2_AC,22,Residential,2024-01-16T19:00:00,2024-01-16T20:42:00,34.31,21.41,20.18,102,22,100,2024-01
c004da7c-eed,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2024-01-16T11:13:00,2024-01-16T14:06:00,27.8,10.15,9.64,173,38,97,2024-01
3460fa11-385,EVC-SUR-0093,Surat,CHAdeMO,60,Highway,2024-01-16T22:20:00,2024-01-16T23:43:00,75.38,55.16,54.49,83,42,75,2024-01
c342f9ff-4cd,EVC-JAM-0049,Jamnagar,Bharat_DC,60,Public,2024-01-16T08:40:00,2024-01-16T09:24:00,21.53,29.62,29.35,44,10,66,2024-01
e5b3113f-fb3,EVC-RAJ-0021,Rajkot,Type2_AC,7.4,Public,2024-01-16T13:16:00,2024-01-16T16:06:00,14.43,5.72,5.09,170,9,84,2024-01
7c134c07-a75,EVC-GAN-0079,Gandhinagar,CCS2,60,Residential,2024-01-16T16:54:00,2024-01-16T19:01:00,61.79,34.29,29.19,127,16,74,2024-01
739d029d-f89,EVC-GAN-0088,Gandhinagar,CHAdeMO,150,Public,2024-01-16T14:19:00,2024-01-16T15:53:00,163.17,120.91,104.15,94,29,62,2024-01
cc5c7174-0c0,EVC-GAN-0088,Gandhinagar,CHAdeMO,150,Public,2024-01-16T16:13:00,2024-01-16T19:39:00,408.6,122.25,119.01,206,39,100,2024-01
267e4f02-65f,EVC-RAJ-0072,Rajkot,CHAdeMO,7.4,Public,2024-01-17T19:57:00,2024-01-17T23:13:00,20.23,6.8,6.19,196,27,85,2024-01
c1f76c8f-4d5,EVC-AHM-0013,Ahmedabad,Bharat_DC,22,Residential,2024-01-17T09:27:00,2024-01-17T12:45:00,39.63,13.82,12.01,198,21,72,2024-01
29feb414-a37,EVC-AHM-0023,Ahmedabad,CCS2,7.4,Highway,2024-01-17T09:06:00,2024-01-17T11:34:00,11.6,4.87,4.7,148,50,76,2024-01
7a89c5e2-ca1,EVC-VAD-0076,Vadodara,Type2_AC,120,Residential,2024-01-17T19:38:00,2024-01-17T20:28:00,84.77,111.61,101.72,50,29,63,2024-01
ef365152-8f3,EVC-BHA-0035,Bharuch,Type2_AC,7.4,Public,2024-01-17T12:34:00,2024-01-17T14:22:00,9.93,5.6,5.52,108,10,36,2024-01
286c3ac4-e4a,EVC-RAJ-0027,Rajkot,Type2_AC,150,Highway,2024-01-17T18:13:00,2024-01-17T21:19:00,422.13,160.85,136.17,186,5,51,2024-01
3e3c00b0-5cd,EVC-SUR-0085,Surat,Type2_AC,3.3,Residential,2024-01-17T16:06:00,2024-01-17T20:04:00,7.25,2.1,1.83,238,22,85,2024-01
04709a93-56a,EVC-RAJ-0030,Rajkot,Bharat_DC,3.3,Public,2024-01-17T13:59:00,2024-01-17T15:43:00,3.14,2.17,1.81,104,38,90,2024-01
16a77040-5d7,EVC-JAM-0043,Jamnagar,Type2_AC,60,Office,2024-01-17T19:22:00,2024-01-17T21:15:00,46.49,24.79,24.69,113,47,76,2024-01
e9863d8b-0d2,EVC-BHA-0010,Bhavnagar,Bharat_DC,60,Mall,2024-01-17T09:42:00,2024-01-17T13:17:00,155.29,49.01,43.34,215,50,100,2024-01
d14985b5-85a,EVC-BHA-0075,Bharuch,CHAdeMO,120,Residential,2024-01-17T05:29:00,2024-01-17T08:56:00,177.39,57.88,51.42,207,38,86,2024-01
96f4c2d1-9d3,EVC-MEH-0067,Mehsana,CHAdeMO,150,Public,2024-01-17T14:33:00,2024-01-17T15:47:00,164.76,141.7,133.59,74,23,67,2024-01
b051bae7-7ba,EVC-SUR-0011,Surat,Type2_AC,3.3,Residential,2024-01-17T10:24:00,2024-01-17T11:30:00,2.84,2.88,2.58,66,9,35,2024-01
5211bf9c-8f1,EVC-JUN-0020,Junagadh,Bharat_DC,22,Residential,2024-01-17T10:27:00,2024-01-17T12:01:00,20.83,14.53,13.3,94,7,29,2024-01
1cca4d13-719,EVC-SUR-0099,Surat,CHAdeMO,150,Public,2024-01-18T19:39:00,2024-01-18T22:04:00,246.71,107.98,102.09,145,46,79,2024-01
d3e9c74f-d34,EVC-RAJ-0027,Rajkot,Type2_AC,150,Highway,2024-01-18T20:28:00,2024-01-18T21:02:00,63.53,123.62,112.11,34,23,94,2024-01
8aae7b98-908,EVC-MEH-0082,Mehsana,CHAdeMO,60,Office,2024-01-18T18:06:00,2024-01-18T19:38:00,40.24,27.73,26.24,92,28,73,2024-01
cea05ea4-af9,EVC-JAM-0080,Jamnagar,CHAdeMO,120,Residential,2024-01-18T10:18:00,2024-01-18T11:57:00,162.7,107.0,98.61,99,36,98,2024-01
cb7bc81a-481,EVC-SUR-0054,Surat,Bharat_DC,60,Mall,2024-01-18T10:19:00,2024-01-18T10:31:00,9.14,47.42,45.72,12,45,92,2024-01
a9b64360-971,EVC-BHA-0016,Bhavnagar,CCS2,120,Office,2024-01-18T10:21:00,2024-01-18T13:39:00,162.52,50.3,49.25,198,12,69,2024-01
7c89557f-d2c,EVC-GAN-0079,Gandhinagar,CCS2,60,Residential,2024-01-18T09:23:00,2024-01-18T11:48:00,101.28,46.23,41.91,145,15,48,2024-01
416c7913-e02,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2024-01-18T08:46:00,2024-01-18T09:39:00,14.67,17.83,16.61,53,25,100,2024-01
8e8bd573-5ba,EVC-GAN-0081,Gandhinagar,Bharat_DC,150,Public,2024-01-18T20:32:00,2024-01-19T00:17:00,483.03,145.5,128.81,225,12,38,2024-01
18fd5a60-d70,EVC-AHM-0022,Ahmedabad,CHAdeMO,120,Highway,2024-01-18T12:19:00,2024-01-18T13:28:00,81.03,79.19,70.46,69,15,46,2024-01
7e05000d-ceb,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2024-01-18T09:38:00,2024-01-18T13:01:00,103.54,35.29,30.6,203,18,94,2024-01
db6254c8-cee,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-01-18T09:18:00,2024-01-18T12:54:00,7.54,2.25,2.09,216,45,100,2024-01
b1e7202d-354,EVC-GAN-0094,Gandhinagar,Type2_AC,3.3,Residential,2024-01-18T10:40:00,2024-01-18T13:35:00,6.58,2.39,2.26,175,24,76,2024-01
a70e5f5a-508,EVC-JAM-0045,Jamnagar,Bharat_DC,120,Highway,2024-01-18T18:18:00,2024-01-18T19:26:00,116.59,103.07,102.87,68,10,57,2024-01
61a5891a-6cb,EVC-JUN-0020,Junagadh,Bharat_DC,22,Residential,2024-01-19T22:01:00,2024-01-19T22:55:00,17.2,20.85,19.11,54,33,78,2024-01
93d2ae5c-55b,EVC-AHM-0013,Ahmedabad,Bharat_DC,22,Residential,2024-01-19T18:24:00,2024-01-19T19:33:00,20.64,21.28,17.95,69,15,35,2024-01
73086946-e99,EVC-JUN-0001,Junagadh,CCS2,22,Public,2024-01-19T11:13:00,2024-01-19T14:08:00,42.23,16.77,14.48,175,19,67,2024-01
f581a90d-0ff,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2024-01-19T19:44:00,2024-01-19T20:58:00,55.5,49.55,45.0,74,50,100,2024-01
44c62267-7e0,EVC-JAM-0041,Jamnagar,CHAdeMO,60,Office,2024-01-19T13:06:00,2024-01-19T15:00:00,71.8,39.97,37.79,114,48,73,2024-01
63db36fb-51d,EVC-SUR-0008,Surat,Bharat_DC,120,Office,2024-01-19T05:55:00,2024-01-19T08:51:00,178.63,66.27,60.9,176,18,52,2024-01
51dacb7b-71f,EVC-GAN-0033,Gandhinagar,Type2_AC,7.4,Highway,2024-01-19T14:11:00,2024-01-19T15:18:00,6.9,6.89,6.18,67,7,30,2024-01
f311460e-f7a,EVC-AHM-0039,Ahmedabad,Type2_AC,3.3,Public,2024-01-19T19:30:00,2024-01-19T22:51:00,6.22,1.88,1.86,201,12,75,2024-01
054d076c-030,EVC-JAM-0036,Jamnagar,CHAdeMO,150,Public,2024-01-19T10:19:00,2024-01-19T12:07:00,166.07,97.09,92.26,108,34,64,2024-01
6304b6a8-b06,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2024-01-19T10:35:00,2024-01-19T12:07:00,76.05,51.51,49.6,92,22,84,2024-01
ee1c1726-926,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2024-01-19T12:08:00,2024-01-19T15:14:00,47.72,18.03,15.39,186,31,97,2024-01
94edc5e6-975,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2024-01-19T07:05:00,2024-01-19T07:46:00,3.95,6.9,5.78,41,21,92,2024-01
d18c3195-1d0,EVC-AHM-0095,Ahmedabad,CHAdeMO,120,Office,2024-01-19T10:06:00,2024-01-19T13:25:00,196.74,67.24,59.32,199,42,100,2024-01
b6b8d87d-8bf,EVC-RAJ-0025,Rajkot,Type2_AC,22,Public,2024-01-19T09:16:00,2024-01-19T10:11:00,13.72,15.43,14.97,55,20,66,2024-01
3633b51d-cba,EVC-AHM-0095,Ahmedabad,CHAdeMO,120,Office,2024-01-20T16:11:00,2024-01-20T17:07:00,84.22,91.34,90.24,56,29,64,2024-01
5c7d9af3-add,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2024-01-20T19:02:00,2024-01-20T20:16:00,167.51,148.5,135.82,74,29,100,2024-01
3133a70f-0ac,EVC-JAM-0074,Jamnagar,CCS2,50,Residential,2024-01-20T13:47:00,2024-01-20T17:42:00,179.19,54.33,45.75,235,14,87,2024-01
c1482b50-d2e,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2024-01-20T11:37:00,2024-01-20T14:08:00,67.23,29.31,26.71,151,21,87,2024-01
abc54e98-021,EVC-RAJ-0064,Rajkot,CHAdeMO,120,Office,2024-01-20T00:22:00,2024-01-20T03:00:00,130.73,54.37,49.64,158,38,64,2024-01
758224c6-a4b,EVC-ANA-0004,Anand,Type2_AC,50,Office,2024-01-20T05:06:00,2024-01-20T08:21:00,112.12,40.82,34.5,195,15,94,2024-01
ed80cb35-f07,EVC-JAM-0041,Jamnagar,CHAdeMO,60,Office,2024-01-20T11:13:00,2024-01-20T14:19:00,128.35,41.53,41.4,186,48,100,2024-01
5a584dd9-882,EVC-GAN-0086,Gandhinagar,Type2_AC,150,Residential,2024-01-20T08:30:00,2024-01-20T09:26:00,127.19,153.21,136.28,56,24,90,2024-01
b3ee2812-843,EVC-ANA-0012,Anand,Type2_AC,50,Residential,2024-01-20T19:05:00,2024-01-20T21:48:00,116.33,45.06,42.82,163,15,35,2024-01
4e015298-38e,EVC-JAM-0074,Jamnagar,CCS2,50,Residential,2024-01-20T14:54:00,2024-01-20T16:28:00,67.84,49.74,43.3,94,40,96,2024-01
48af06b9-c0c,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2024-01-20T15:57:00,2024-01-20T18:58:00,76.08,26.96,25.22,181,34,100,2024-01
949427bd-4b4,EVC-RAJ-0044,Rajkot,Bharat_DC,60,Residential,2024-01-20T06:30:00,2024-01-20T06:54:00,10.71,31.84,26.79,24,38,84,2024-01
397ff8bd-e92,EVC-SUR-0061,Surat,Bharat_DC,60,Highway,2024-01-20T08:12:00,2024-01-20T12:05:00,184.85,52.44,47.6,233,34,79,2024-01
b9da0ef4-520,EVC-GAN-0046,Gandhinagar,Bharat_DC,50,Highway,2024-01-20T18:07:00,2024-01-20T21:27:00,95.4,31.06,28.62,200,19,88,2024-01
d24e1790-cbf,EVC-GAN-0096,Gandhinagar,CHAdeMO,120,Public,2024-01-20T14:19:00,2024-01-20T16:37:00,196.52,97.93,85.44,138,21,65,2024-01
349222db-739,EVC-AHM-0065,Ahmedabad,Bharat_DC,7.4,Public,2024-01-20T14:43:00,2024-01-20T15:53:00,4.3,4.01,3.69,70,21,46,2024-01
878930aa-bbe,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2024-01-20T12:16:00,2024-01-20T15:33:00,147.34,53.06,44.87,197,30,84,2024-01
7ec28f8a-d38,EVC-SUR-0054,Surat,Bharat_DC,60,Mall,2024-01-20T11:50:00,2024-01-20T15:17:00,128.46,42.36,37.24,207,37,85,2024-01
5ade3498-c0e,EVC-RAJ-0027,Rajkot,Type2_AC,150,Highway,2024-01-20T10:24:00,2024-01-20T14:18:00,502.35,137.91,128.81,234,37,100,2024-01
35d46619-076,EVC-AHM-0003,Ahmedabad,CCS2,22,Public,2024-01-20T08:10:00,2024-01-20T09:04:00,10.92,13.27,12.13,54,23,66,2024-01
5ec7e4cc-1df,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2024-01-20T08:37:00,2024-01-20T12:19:00,10.0,2.92,2.7,222,38,88,2024-01
422b2277-0a1,EVC-BHA-0007,Bhavnagar,Bharat_DC,50,Office,2024-01-20T18:38:00,2024-01-20T19:26:00,34.48,45.32,43.1,48,9,52,2024-01
73eadce2-503,EVC-BHA-0062,Bharuch,Type2_AC,7.4,Public,2024-01-20T19:49:00,2024-01-20T23:34:00,17.77,5.1,4.74,225,18,58,2024-01
49891516-99d,EVC-BHA-0050,Bharuch,Bharat_DC,50,Highway,2024-01-20T18:09:00,2024-01-20T20:58:00,126.47,48.46,44.9,169,17,38,2024-01
c3d906d8-513,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2024-01-20T17:06:00,2024-01-20T18:46:00,9.26,6.46,5.56,100,43,100,2024-01
0674313e-50b,EVC-JAM-0036,Jamnagar,CHAdeMO,150,Public,2024-01-20T12:48:00,2024-01-20T14:33:00,182.64,120.17,104.36,105,44,80,2024-01
74de2dad-f5f,EVC-SUR-0048,Surat,Type2_AC,150,Public,2024-01-20T18:44:00,2024-01-20T21:22:00,254.58,105.2,96.68,158,45,72,2024-01
7c666eb5-818,EVC-AHM-0039,Ahmedabad,Type2_AC,3.3,Public,2024-01-20T18:39:00,2024-01-20T18:55:00,0.43,1.79,1.62,16,46,66,2024-01
a3e1837a-bf8,EVC-AHM-0084,Ahmedabad,Bharat_DC,22,Residential,2024-01-20T16:52:00,2024-01-20T17:34:00,13.61,21.63,19.44,42,39,86,2024-01
ad14b602-9c4,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2024-01-20T07:57:00,2024-01-20T09:52:00,10.89,6.1,5.68,115,29,68,2024-01
1cc75e98-35c,EVC-SUR-0068,Surat,CHAdeMO,60,Mall,2024-01-20T10:18:00,2024-01-20T12:46:00,128.83,57.1,52.23,148,42,100,2024-01
75efb024-e09,EVC-RAJ-0021,Rajkot,Type2_AC,7.4,Public,2024-01-20T11:58:00,2024-01-20T15:35:00,17.94,5.62,4.96,217,24,87,2024-01
2b431f6e-995,EVC-RAJ-0037,Rajkot,Type2_AC,22,Public,2024-01-21T16:18:00,2024-01-21T19:15:00,32.38,12.1,10.98,177,17,85,2024-01
db771d67-2ed,EVC-BHA-0062,Bharuch,Type2_AC,7.4,Public,2024-01-21T10:09:00,2024-01-21T13:47:00,16.17,4.95,4.45,218,46,85,2024-01
b78a3055-75a,EVC-MEH-0051,Mehsana,Type2_AC,22,Public,2024-01-21T08:37:00,2024-01-21T10:12:00,30.56,19.98,19.3,95,12,48,2024-01
435c6564-ef4,EVC-GAN-0100,Gandhinagar,Type2_AC,120,Public,2024-01-21T01:09:00,2024-01-21T02:40:00,165.97,109.99,109.43,91,14,65,2024-01
1288d232-4e3,EVC-SUR-0005,Surat,CHAdeMO,120,Highway,2024-01-21T21:54:00,2024-01-21T22:04:00,12.12,80.78,72.75,10,7,81,2024-01
1a7c5e59-bc5,EVC-BHA-0057,Bhavnagar,CCS2,22,Office,2024-01-21T19:43:00,2024-01-21T21:25:00,27.39,16.67,16.11,102,14,48,2024-01
7abaf772-48f,EVC-VAD-0090,Vadodara,CHAdeMO,150,Highway,2024-01-21T17:06:00,2024-01-21T17:58:00,101.87,129.97,117.55,52,19,61,2024-01
a4660c2b-336,EVC-SUR-0052,Surat,CHAdeMO,120,Highway,2024-01-21T18:27:00,2024-01-21T22:20:00,384.24,114.94,98.95,233,43,100,2024-01
d5d69957-145,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2024-01-21T02:16:00,2024-01-21T02:32:00,8.98,34.37,33.68,16,15,85,2024-01
7187c0d0-749,EVC-SUR-0060,Surat,Bharat_DC,7.4,Office,2024-01-21T17:04:00,2024-01-21T19:43:00,13.45,5.42,5.08,159,29,74,2024-01
e0cd7244-a94,EVC-GAN-0094,Gandhinagar,Type2_AC,3.3,Residential,2024-01-21T19:25:00,2024-01-21T21:31:00,3.82,2.11,1.82,126,31,86,2024-01
a0027a3c-ca0,EVC-SUR-0061,Surat,Bharat_DC,60,Highway,2024-01-21T18:50:00,2024-01-21T22:45:00,213.39,56.97,54.48,235,10,53,2024-01
d31a4495-30f,EVC-AHM-0013,Ahmedabad,Bharat_DC,22,Residential,2024-01-21T14:48:00,2024-01-21T15:13:00,5.78,16.02,13.86,25,46,75,2024-01
2c96f290-d6f,EVC-BHA-0038,Bharuch,CCS2,7.4,Office,2024-01-21T05:18:00,2024-01-21T07:22:00,10.4,5.85,5.03,124,20,61,2024-01
b0a1f497-6b3,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2024-01-21T07:05:00,2024-01-21T08:18:00,32.13,26.86,26.41,73,10,52,2024-01
d54deed9-776,EVC-ANA-0063,Anand,Type2_AC,120,Highway,2024-01-21T10:18:00,2024-01-21T10:39:00,24.65,81.37,70.43,21,23,69,2024-01
9ad9ecfc-a45,EVC-SUR-0048,Surat,Type2_AC,150,Public,2024-01-21T08:44:00,2024-01-21T10:19:00,192.64,123.42,121.67,95,22,81,2024-01
120f574b-d6f,EVC-BHA-0075,Bharuch,CHAdeMO,120,Residential,2024-01-22T18:53:00,2024-01-22T21:29:00,217.42,84.43,83.62,156,5,43,2024-01
